STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,STATISTICAL_OPERATION,Statistical operation,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,PERS_QUAL_LEV,Qualification level,PERS_EXP_LEV,Experience level,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period,CURRENCY,Currency,REF_PERIOD,Reference period,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,56993,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,56993,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,56993,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,NLD,Netherlands,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,56993,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,MEX,Mexico,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,33062,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LUX,Luxembourg,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,92670,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LTU,Lithuania,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,37004,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LVA,Latvia,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,19043,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LVA,Latvia,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,19043,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LVA,Latvia,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,19043,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LVA,Latvia,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,19043,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,LVA,Latvia,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,19043,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,ISL,Iceland,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,45311,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,HUN,Hungary,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,24950,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,GRC,Greece,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,22284,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN_EXP,Minimum qualification at this stage of career,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,DEU,Germany,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,89027,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,FRA,France,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP_EXP,Most prevalent qualification at this stage of career,EXP0,At the start of the career,43697,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,FRA,France,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX,Maximum qualification,EXP0,At the start of the career,49830,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,FRA,France,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MAX_EXP,Maximum qualification at this stage of career,EXP0,At the start of the career,49830,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,FRA,France,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,TYP,Most prevalent qualification,EXP0,At the start of the career,43697,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_SAL_STA@DF_TCH(2.0),Teachers' statutory salaries,I,FRA,France,SAL_STA,Statutory salaries,USD_PPP,"US dollars, PPP converted",OBS,Observed,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,MIN,Minimum qualification,EXP0,At the start of the career,43697,NA,A,Normal value,NA,NA,Q,Constant prices,NA,NA,_Z,Not applicable,2023,NA,0,Zero
