"reference_area","measure","unit_of_measure","sex","age","labour_force_status","work_period","hours_type","worker_status","working_time_arrangement","aggregation_operation","hour_bands","job_coverage","time_period","obs_value","observation_status","unit_multiplier"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1999,1981,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1964,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1982,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2000,2000,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2001,1995,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1980,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1982,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2002,1997,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2003,2007,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1993,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1993,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2004,2010,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2005,2013,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1989,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1998,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2006,2022,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2007,2020,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1999,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1997,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2008,2016,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2009,1995,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1974,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1976,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2010,1996,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2011,2000,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1979,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1982,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2012,2002,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2013,2002,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1980,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1985,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2014,2003,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2015,1997,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1978,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1974,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2016,1996,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2017,1994,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1979,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1970,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2018,1988,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2019,1983,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1965,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1874,"Normal value","Units"
"Russia","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2020,1893,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1970,1762,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1971,1726,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1972,1725,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1973,1698,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1974,1638,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1975,1579,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1976,1574,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1977,1564,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1977,1608,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1978,1533,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1979,1512,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1979,1559,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1980,1556,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1980,1515,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1981,1519,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1981,1556,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1982,1542,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1982,1505,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1983,1491,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1983,1527,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1984,1519,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1984,1481,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1985,1463,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1985,1502,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1986,1488,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1986,1454,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1987,1438,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1987,1467,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1988,1464,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1988,1441,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1989,1439,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1989,1459,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1990,1454,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1990,1434,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1991,1418,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1991,1444,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1992,1451,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1992,1421,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1993,1403,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1993,1440,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1994,1447,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1994,1407,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1995,1433,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1996,1440,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1997,1428,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1998,1425,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1999,1420,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2000,1403,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2001,1398,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2002,1385,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2003,1379,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2004,1397,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2005,1378,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2006,1370,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2007,1366,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2008,1369,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2009,1360,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2010,1357,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2011,1358,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2012,1348,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2013,1353,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2014,1362,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2015,1356,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2016,1366,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2017,1364,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2018,1364,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2019,1368,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1986,1834,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1987,1838,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1988,1829,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1989,1820,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1990,1809,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1990,1734,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1991,1722,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1991,1792,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1992,1799,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1992,1726,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1993,1775,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1993,1853,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1994,1848,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1994,1770,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1995,1766,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1995,1841,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1996,1834,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1996,1764,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1997,1766,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1997,1826,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1998,1829,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1998,1767,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",1999,1781,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1845,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1836,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2000,1777,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2001,1770,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1825,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1826,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2002,1769,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2003,1771,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1823,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1830,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2004,1796,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2005,1785,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1815,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1795,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2006,1767,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2007,1754,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1774,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1761,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2008,1739,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2009,1721,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1740,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1755,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2010,1741,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2011,1735,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1746,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1734,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2012,1723,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2013,1750,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1756,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1758,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2014,1756,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Employees","Not applicable","Mean","Not applicable","Total",2015,1750,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1753,"Normal value","Units"
