"reference_area","measure","unit_of_measure","sex","age","labour_force_status","work_period","hours_type","worker_status","working_time_arrangement","aggregation_operation","hour_bands","job_coverage","time_period","obs_value","observation_status","unit_multiplier"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1567,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1567,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1581,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1581,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1518,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1521,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1520,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1514,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1506,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1512,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1519,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1518,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1508,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1499,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1493,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1408,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1467,"Normal value","Units"
"Luxembourg","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1459,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,2284,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,2272,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,2252,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,2256,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,2245,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,2244,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,2237,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,2226,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,2231,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,2229,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,2234,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,2238,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,2238,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,2238,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,2228,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,2207,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,2216,"Normal value","Units"
"Mexico","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,2226,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1970,1809,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1971,1777,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1972,1775,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1973,1749,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1974,1696,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1975,1644,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1976,1628,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1978,1580,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1995,1482,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1996,1496,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1997,1482,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1998,1479,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1477,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1464,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1454,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1436,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1428,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1448,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1434,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1430,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1429,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1429,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1420,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1427,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1425,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1419,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1427,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1434,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1437,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1446,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1450,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1449,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1451,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1404,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1412,"Normal value","Units"
"Netherlands","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1415,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1970,1864,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1971,1861,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1972,1846,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1973,1844,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1974,1852,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1975,1837,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1976,1833,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1977,1839,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1978,1830,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1979,1821,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1980,1810,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1981,1792,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1982,1799,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1983,1853,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1984,1846,"Normal value","Units"
"New Zealand","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1985,1840,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1986,1528,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1987,1501,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1988,1504,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1989,1501,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1990,1493,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1991,1490,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1993,1497,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1994,1494,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1995,1479,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1996,1474,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1997,1468,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1998,1467,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1465,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1448,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1424,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1412,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1401,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1423,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1429,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1426,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1438,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1443,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1422,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1430,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1435,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1431,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1421,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1424,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1427,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1430,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1419,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1419,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1419,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1410,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1426,"Normal value","Units"
"Norway","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1425,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1993,1903,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1994,1941,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1995,1859,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1996,1859,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1997,1859,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1998,1858,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1999,1875,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2000,1858,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2001,1860,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2002,1855,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2003,1861,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2004,1861,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2005,1856,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2006,1857,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2007,1855,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2008,1848,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2009,1834,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2010,1829,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2011,1824,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2012,1820,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2013,1816,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2014,1822,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2015,1829,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2016,1831,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2017,1812,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2018,1787,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2019,1783,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2020,1769,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2021,1828,"Normal value","Units"
"Poland","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",2022,1815,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1970,1963,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1971,1951,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1972,1939,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1973,1927,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1974,1915,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1975,1904,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1976,1892,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1977,1881,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1978,1870,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1979,1859,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1980,1849,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1981,1838,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1982,1827,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1983,1817,"Normal value","Units"
"Portugal","Hours worked","Hours per year per person","Not applicable","Not applicable","Employment","Annual","Actual","Total","Not applicable","Mean","Not applicable","Total",1984,1806,"Normal value","Units"
